"qseqid","qlen","sseqid","slen","qstart","qend","sstart","send","evalue","bitscore","score","length","pident","nident","mismatch","positive","gapopen","gaps","ppos","sstrand"
"AB292684.1",1638,"TWSVa.chr7",69572708,1,1638,13467293,56103778,0,2953,1599,1638,99.206,1625,13,1625,0,0,99.21,"minus"
"AB292684.1",1638,"TWSVa.chr7",69572708,1,1638,13503679,56067398,0,2898,1569,1638,98.657,1616,16,1616,1,6,98.66,"minus"
"AB292684.1",1638,"TWSVa.chr7",69572708,1,1638,13414747,56156324,0,2887,1563,1638,98.474,1613,25,1613,0,0,98.47,"minus"
"AB292684.1",1638,"TWSVa.chr7",69572708,1,1638,13555125,56015949,0,2856,1546,1638,98.168,1608,27,1608,1,3,98.17,"minus"
"AB292684.1",1638,"TWSVa.chr7",69572708,1,1638,12722364,56848707,0,2311,1251,1638,92.125,1509,129,1509,0,0,92.12,"minus"
"AB292684.1",1638,"TWSVa.chr7",69572708,1,1638,31546109,38028236,0,2261,1224,1638,91.575,1500,138,1500,0,0,91.58,"plus"
"AB292684.1",1638,"TWSVa.chr7",69572708,1,1638,31336783,38237562,0,2261,1224,1638,91.575,1500,138,1500,0,0,91.58,"plus"
"AB292684.1",1638,"TWSVa.chr7",69572708,1,1638,31254606,38319739,0,2255,1221,1638,91.514,1499,139,1499,0,0,91.51,"plus"
"AB292684.1",1638,"TWSVa.chr7",69572708,1,1638,31654230,37920115,0,2250,1218,1638,91.453,1498,140,1498,0,0,91.45,"plus"
"AB292684.1",1638,"TWSVa.chr7",69572708,1,1638,31418129,38156216,0,2250,1218,1638,91.453,1498,140,1498,0,0,91.45,"plus"
"AB292684.1",1638,"TWSVa.chr7",69572708,1,1638,31605946,37968399,0,2244,1215,1638,91.392,1497,141,1497,0,0,91.39,"plus"
"AB292684.1",1638,"TWSVa.chr7",69572708,9,1638,12165424,57408904,0,2104,1139,1630,90.061,1468,153,1468,2,9,90.06,"plus"
"AB212829.1",1635,"TWSVa.chr7",69572708,1,1635,12722364,56848710,0,2998,1623,1635,99.755,1631,4,1631,0,0,99.76,"minus"
"AB212829.1",1635,"TWSVa.chr7",69572708,1,1635,31546109,38028233,0,2654,1437,1635,95.963,1569,66,1569,0,0,95.96,"plus"
"AB212829.1",1635,"TWSVa.chr7",69572708,1,1635,31418129,38156213,0,2654,1437,1635,95.963,1569,66,1569,0,0,95.96,"plus"
"AB212829.1",1635,"TWSVa.chr7",69572708,1,1635,31336783,38237559,0,2654,1437,1635,95.963,1569,66,1569,0,0,95.96,"plus"
"AB212829.1",1635,"TWSVa.chr7",69572708,1,1635,31654230,37920112,0,2649,1434,1635,95.902,1568,67,1568,0,0,95.9,"plus"
"AB212829.1",1635,"TWSVa.chr7",69572708,1,1635,31254606,38319736,0,2649,1434,1635,95.902,1568,67,1568,0,0,95.9,"plus"
"AB212829.1",1635,"TWSVa.chr7",69572708,1,1635,31605946,37968396,0,2638,1428,1635,95.78,1566,69,1566,0,0,95.78,"plus"
"AB212829.1",1635,"TWSVa.chr7",69572708,1,1635,13467293,56103781,0,2294,1242,1635,91.988,1504,131,1504,0,0,91.99,"minus"
"AB212829.1",1635,"TWSVa.chr7",69572708,25,1635,13503697,56067401,0,2283,1236,1611,92.241,1486,125,1486,0,0,92.24,"minus"
"AB212829.1",1635,"TWSVa.chr7",69572708,9,1622,12165424,57408888,0,2274,1231,1615,92.198,1489,115,1489,4,11,92.2,"plus"
"AB212829.1",1635,"TWSVa.chr7",69572708,1,1635,13414747,56156327,0,2261,1224,1635,91.621,1498,137,1498,0,0,91.62,"minus"
"AB212829.1",1635,"TWSVa.chr7",69572708,1,1627,13706442,55867889,0,2220,1202,1628,91.339,1487,136,1487,5,5,91.34,"plus"
"AB212829.1",1635,"TWSVa.chr7",69572708,1,1635,13555125,56015952,0,2213,1198,1635,91.131,1490,142,1490,1,3,91.13,"minus"
"AB212830.1",1635,"TWSVa.chr7",69572708,1,1635,31546109,38028233,0,3003,1626,1635,99.817,1632,3,1632,0,0,99.82,"plus"
"AB212830.1",1635,"TWSVa.chr7",69572708,1,1635,31336783,38237559,0,3003,1626,1635,99.817,1632,3,1632,0,0,99.82,"plus"
"AB212830.1",1635,"TWSVa.chr7",69572708,1,1635,31254606,38319736,0,2998,1623,1635,99.755,1631,4,1631,0,0,99.76,"plus"
"AB212830.1",1635,"TWSVa.chr7",69572708,1,1635,31418129,38156213,0,2992,1620,1635,99.694,1630,5,1630,0,0,99.69,"plus"
"AB212830.1",1635,"TWSVa.chr7",69572708,1,1635,31654230,37920112,0,2987,1617,1635,99.633,1629,6,1629,0,0,99.63,"plus"
"AB212830.1",1635,"TWSVa.chr7",69572708,1,1635,31605946,37968396,0,2987,1617,1635,99.633,1629,6,1629,0,0,99.63,"plus"
"AB212830.1",1635,"TWSVa.chr7",69572708,1,1635,12722364,56848710,0,2676,1449,1635,96.208,1573,62,1573,0,0,96.21,"minus"
"AB212830.1",1635,"TWSVa.chr7",69572708,9,1622,12165424,57408888,0,2313,1252,1615,92.632,1496,108,1496,4,11,92.63,"plus"
"AB212830.1",1635,"TWSVa.chr7",69572708,1,1635,13467293,56103781,0,2250,1218,1635,91.498,1496,139,1496,0,0,91.5,"minus"
"AB212830.1",1635,"TWSVa.chr7",69572708,25,1635,13503697,56067401,0,2239,1212,1611,91.744,1478,133,1478,0,0,91.74,"minus"
"AB212830.1",1635,"TWSVa.chr7",69572708,1,1635,13414747,56156327,0,2217,1200,1635,91.131,1490,145,1490,0,0,91.13,"minus"
"AB212830.1",1635,"TWSVa.chr7",69572708,1,1627,13706442,55867889,0,2193,1187,1628,91.032,1482,141,1482,5,5,91.03,"plus"
"AB212830.1",1635,"TWSVa.chr7",69572708,1,1635,13555125,56015952,0,2180,1180,1636,90.77,1485,146,1485,3,5,90.77,"minus"
"LY658671.1",1639,"TWSVb.chr7",63793457,4,1639,28195415,28193780,0,3016,1633,1636,99.939,1635,1,1635,0,0,99.94,"minus"
"LY658671.1",1639,"TWSVb.chr7",63793457,4,1639,28283295,28281660,0,3011,1630,1636,99.878,1634,2,1634,0,0,99.88,"minus"
"LY658671.1",1639,"TWSVb.chr7",63793457,4,1639,28395166,28393531,0,3011,1630,1636,99.878,1634,2,1634,0,0,99.88,"minus"
"LY658671.1",1639,"TWSVb.chr7",63793457,4,1639,28331143,28329507,0,3000,1624,1637,99.756,1633,3,1633,1,1,99.76,"minus"
"LY658671.1",1639,"TWSVb.chr7",63793457,4,1639,28515134,28513499,0,2988,1618,1636,99.633,1630,6,1630,0,0,99.63,"minus"
"LY658671.1",1639,"TWSVb.chr7",63793457,4,1639,28571710,28570075,0,2983,1615,1636,99.572,1629,7,1629,0,0,99.57,"minus"
"LY658671.1",1639,"TWSVb.chr7",63793457,4,1639,11405891,11407526,0,2290,1240,1636,91.932,1504,132,1504,0,0,91.93,"plus"
"LY658671.1",1639,"TWSVb.chr7",63793457,4,1639,11440235,11441870,0,2279,1234,1636,91.809,1502,134,1502,0,0,91.81,"plus"
"LY658671.1",1639,"TWSVb.chr7",63793457,4,1639,11499484,11501119,0,2279,1234,1636,91.809,1502,134,1502,0,0,91.81,"plus"
"LY658671.1",1639,"TWSVb.chr7",63793457,4,1639,11375496,11377131,0,2235,1210,1636,91.32,1494,142,1494,0,0,91.32,"plus"
"AB292682.1",1635,"TWSVb.chr7",63793457,1,1635,10718327,10716693,0,3020,1635,1635,100,1635,0,1635,0,0,100,"minus"
"AB292682.1",1635,"TWSVb.chr7",63793457,1,1635,11405892,11407529,0,2135,1156,1638,90.232,1478,157,1478,2,3,90.23,"plus"
"AB292682.1",1635,"TWSVb.chr7",63793457,1,1635,11440236,11441873,0,2130,1153,1638,90.171,1477,158,1477,2,3,90.17,"plus"
"AB292682.1",1635,"TWSVb.chr7",63793457,1,1635,11499485,11501122,0,2130,1153,1638,90.171,1477,158,1477,2,3,90.17,"plus"
"AB292683.1",1638,"TWSVb.chr7",63793457,1,1638,11405892,11407529,0,3009,1629,1638,99.817,1635,3,1635,0,0,99.82,"plus"
"AB292683.1",1638,"TWSVb.chr7",63793457,1,1638,11440236,11441873,0,2992,1620,1638,99.634,1632,6,1632,0,0,99.63,"plus"
"AB292683.1",1638,"TWSVb.chr7",63793457,1,1638,11499485,11501122,0,2992,1620,1638,99.634,1632,6,1632,0,0,99.63,"plus"
"AB292683.1",1638,"TWSVb.chr7",63793457,1,1638,11375497,11377134,0,2953,1599,1638,99.206,1625,13,1625,0,0,99.21,"plus"
"AB292683.1",1638,"TWSVb.chr7",63793457,1,1638,28195414,28193777,0,2305,1248,1638,92.063,1508,130,1508,0,0,92.06,"minus"
"AB292683.1",1638,"TWSVb.chr7",63793457,1,1638,28283294,28281657,0,2300,1245,1638,92.002,1507,131,1507,0,0,92,"minus"
"AB292683.1",1638,"TWSVb.chr7",63793457,1,1638,28395165,28393528,0,2300,1245,1638,92.002,1507,131,1507,0,0,92,"minus"
"AB292683.1",1638,"TWSVb.chr7",63793457,1,1638,28331142,28329504,0,2289,1239,1639,91.885,1506,132,1506,1,1,91.89,"minus"
"AB292683.1",1638,"TWSVb.chr7",63793457,1,1638,28515133,28513496,0,2278,1233,1638,91.758,1503,135,1503,0,0,91.76,"minus"
"AB292683.1",1638,"TWSVb.chr7",63793457,1,1638,28571709,28570072,0,2272,1230,1638,91.697,1502,136,1502,0,0,91.7,"minus"
"AB292683.1",1638,"TWSVb.chr7",63793457,1,1638,10718327,10716693,0,2141,1159,1638,90.293,1479,156,1479,2,3,90.29,"minus"
"AB292684.1",1638,"TWSVb.chr7",63793457,1,1638,11375497,11377134,0,3009,1629,1638,99.817,1635,3,1635,0,0,99.82,"plus"
"AB292684.1",1638,"TWSVb.chr7",63793457,1,1638,11405892,11407529,0,2964,1605,1638,99.328,1627,11,1627,0,0,99.33,"plus"
"AB292684.1",1638,"TWSVb.chr7",63793457,1,1638,11440236,11441873,0,2959,1602,1638,99.267,1626,12,1626,0,0,99.27,"plus"
"AB292684.1",1638,"TWSVb.chr7",63793457,1,1638,11499485,11501122,0,2959,1602,1638,99.267,1626,12,1626,0,0,99.27,"plus"
"AB292684.1",1638,"TWSVb.chr7",63793457,1,1638,28195414,28193777,0,2261,1224,1638,91.575,1500,138,1500,0,0,91.58,"minus"
"AB292684.1",1638,"TWSVb.chr7",63793457,1,1638,28283294,28281657,0,2255,1221,1638,91.514,1499,139,1499,0,0,91.51,"minus"
"AB292684.1",1638,"TWSVb.chr7",63793457,1,1638,28395165,28393528,0,2255,1221,1638,91.514,1499,139,1499,0,0,91.51,"minus"
"AB292684.1",1638,"TWSVb.chr7",63793457,1,1638,28331142,28329504,0,2244,1215,1639,91.397,1498,140,1498,1,1,91.4,"minus"
"AB292684.1",1638,"TWSVb.chr7",63793457,1,1638,28515133,28513496,0,2233,1209,1638,91.27,1495,143,1495,0,0,91.27,"minus"
"AB292684.1",1638,"TWSVb.chr7",63793457,1,1638,28571709,28570072,0,2228,1206,1638,91.209,1494,144,1494,0,0,91.21,"minus"
"AB212829.1",1635,"TWSVb.chr7",63793457,1,1635,28195414,28193780,0,2654,1437,1635,95.963,1569,66,1569,0,0,95.96,"minus"
"AB212829.1",1635,"TWSVb.chr7",63793457,1,1635,28283294,28281660,0,2649,1434,1635,95.902,1568,67,1568,0,0,95.9,"minus"
"AB212829.1",1635,"TWSVb.chr7",63793457,1,1635,28395165,28393531,0,2649,1434,1635,95.902,1568,67,1568,0,0,95.9,"minus"
"AB212829.1",1635,"TWSVb.chr7",63793457,1,1635,28331142,28329507,0,2638,1428,1636,95.782,1567,68,1567,1,1,95.78,"minus"
"AB212829.1",1635,"TWSVb.chr7",63793457,1,1635,28515133,28513499,0,2627,1422,1635,95.657,1564,71,1564,0,0,95.66,"minus"
"AB212829.1",1635,"TWSVb.chr7",63793457,1,1635,28571709,28570075,0,2627,1422,1635,95.657,1564,71,1564,0,0,95.66,"minus"
"AB212829.1",1635,"TWSVb.chr7",63793457,1,1635,11405892,11407526,0,2322,1257,1635,92.294,1509,126,1509,0,0,92.29,"plus"
"AB212829.1",1635,"TWSVb.chr7",63793457,1,1635,11440236,11441870,0,2311,1251,1635,92.171,1507,128,1507,0,0,92.17,"plus"
"AB212829.1",1635,"TWSVb.chr7",63793457,1,1635,11499485,11501119,0,2311,1251,1635,92.171,1507,128,1507,0,0,92.17,"plus"
"AB212829.1",1635,"TWSVb.chr7",63793457,1,1635,11375497,11377131,0,2266,1227,1635,91.682,1499,136,1499,0,0,91.68,"plus"
"AB212830.1",1635,"TWSVb.chr7",63793457,1,1635,28195414,28193780,0,3003,1626,1635,99.817,1632,3,1632,0,0,99.82,"minus"
"AB212830.1",1635,"TWSVb.chr7",63793457,1,1635,28283294,28281660,0,2998,1623,1635,99.755,1631,4,1631,0,0,99.76,"minus"
"AB212830.1",1635,"TWSVb.chr7",63793457,1,1635,28395165,28393531,0,2998,1623,1635,99.755,1631,4,1631,0,0,99.76,"minus"
"AB212830.1",1635,"TWSVb.chr7",63793457,1,1635,28331142,28329507,0,2987,1617,1636,99.633,1630,5,1630,1,1,99.63,"minus"
"AB212830.1",1635,"TWSVb.chr7",63793457,1,1635,28515133,28513499,0,2976,1611,1635,99.511,1627,8,1627,0,0,99.51,"minus"
"AB212830.1",1635,"TWSVb.chr7",63793457,1,1635,28571709,28570075,0,2970,1608,1635,99.45,1626,9,1626,0,0,99.45,"minus"
"AB212830.1",1635,"TWSVb.chr7",63793457,1,1635,11405892,11407526,0,2278,1233,1635,91.804,1501,134,1501,0,0,91.8,"plus"
"AB212830.1",1635,"TWSVb.chr7",63793457,1,1635,11440236,11441870,0,2266,1227,1635,91.682,1499,136,1499,0,0,91.68,"plus"
"AB212830.1",1635,"TWSVb.chr7",63793457,1,1635,11499485,11501119,0,2266,1227,1635,91.682,1499,136,1499,0,0,91.68,"plus"
"AB212830.1",1635,"TWSVb.chr7",63793457,1,1635,11375497,11377131,0,2222,1203,1635,91.193,1491,144,1491,0,0,91.19,"plus"
"LY658671.1",1639,"UFBa.chr7",66104789,4,1639,11422017,54681137,0,2645,1432,1636,95.844,1568,68,1568,0,0,95.84,"minus"
"LY658671.1",1639,"UFBa.chr7",66104789,13,1639,10727828,55378587,0,2385,1291,1628,93.12,1516,110,1516,2,2,93.12,"plus"
"LY658671.1",1639,"UFBa.chr7",66104789,4,1639,11956782,54146372,0,2274,1231,1636,91.748,1501,135,1501,0,0,91.75,"minus"
"LY658671.1",1639,"UFBa.chr7",66104789,4,1639,11942040,54161114,0,2257,1222,1636,91.565,1498,138,1498,0,0,91.56,"minus"
"LY658671.1",1639,"UFBa.chr7",66104789,5,1634,12079684,54026731,0,2187,1184,1631,90.926,1483,143,1483,5,5,90.93,"plus"
"AB292682.1",1635,"UFBa.chr7",66104789,1,1635,11252374,54854047,0,2519,1364,1638,94.505,1548,82,1548,3,8,94.51,"plus"
"AB292682.1",1635,"UFBa.chr7",66104789,1,1632,11299002,54807416,0,2497,1352,1635,94.312,1542,85,1542,4,8,94.31,"plus"
"AB292682.1",1635,"UFBa.chr7",66104789,95,1635,11141721,54964607,0,2423,1312,1544,95.078,1468,69,1468,2,7,95.08,"plus"
"AB292682.1",1635,"UFBa.chr7",66104789,1,1635,11956783,54146369,0,2130,1153,1638,90.171,1477,158,1477,2,3,90.17,"minus"
"AB292682.1",1635,"UFBa.chr7",66104789,1,1635,11942041,54161111,0,2119,1147,1638,90.049,1475,160,1475,2,3,90.05,"minus"
"AB292683.1",1638,"UFBa.chr7",66104789,1,1638,11956783,54146369,0,2981,1614,1638,99.512,1630,8,1630,0,0,99.51,"minus"
"AB292683.1",1638,"UFBa.chr7",66104789,1,1638,11942041,54161111,0,2948,1596,1638,99.145,1624,14,1624,0,0,99.15,"minus"
"AB292683.1",1638,"UFBa.chr7",66104789,1,1638,11422018,54681134,0,2338,1266,1638,92.43,1514,124,1514,0,0,92.43,"minus"
"AB292683.1",1638,"UFBa.chr7",66104789,9,1638,10727828,55378590,0,2185,1183,1630,90.859,1481,149,1481,0,0,90.86,"plus"
"AB292684.1",1638,"UFBa.chr7",66104789,1,1638,11956783,54146369,0,2948,1596,1638,99.145,1624,14,1624,0,0,99.15,"minus"
"AB292684.1",1638,"UFBa.chr7",66104789,1,1638,11942041,54161111,0,2915,1578,1638,98.779,1618,20,1618,0,0,98.78,"minus"
"AB292684.1",1638,"UFBa.chr7",66104789,1,1638,11422018,54681134,0,2294,1242,1638,91.941,1506,132,1506,0,0,91.94,"minus"
"AB292684.1",1638,"UFBa.chr7",66104789,9,1638,10727828,55378590,0,2141,1159,1630,90.368,1473,157,1473,0,0,90.37,"plus"
"AB212829.1",1635,"UFBa.chr7",66104789,1,1635,11422018,54681137,0,3014,1632,1635,99.939,1634,1,1634,0,0,99.94,"minus"
"AB212829.1",1635,"UFBa.chr7",66104789,9,1627,10727828,55378579,0,2331,1262,1619,92.65,1500,119,1500,0,0,92.65,"plus"
"AB212829.1",1635,"UFBa.chr7",66104789,1,1635,11956783,54146372,0,2305,1248,1635,92.11,1506,129,1506,0,0,92.11,"minus"
"AB212829.1",1635,"UFBa.chr7",66104789,1,1635,11942041,54161114,0,2289,1239,1635,91.927,1503,132,1503,0,0,91.93,"minus"
"AB212829.1",1635,"UFBa.chr7",66104789,1,1627,12079684,54026728,0,2215,1199,1628,91.278,1486,137,1486,5,5,91.28,"plus"
"AB212830.1",1635,"UFBa.chr7",66104789,1,1635,11422018,54681137,0,2665,1443,1635,96.086,1571,64,1571,0,0,96.09,"minus"
"AB212830.1",1635,"UFBa.chr7",66104789,9,1627,10727828,55378579,0,2375,1286,1620,93.148,1509,109,1509,2,2,93.15,"plus"
"AB212830.1",1635,"UFBa.chr7",66104789,1,1635,11956783,54146372,0,2261,1224,1635,91.621,1498,137,1498,0,0,91.62,"minus"
"AB212830.1",1635,"UFBa.chr7",66104789,1,1635,11942041,54161114,0,2244,1215,1635,91.437,1495,140,1495,0,0,91.44,"minus"
"AB212830.1",1635,"UFBa.chr7",66104789,1,1627,12079684,54026728,0,2187,1184,1628,90.971,1481,142,1481,5,5,90.97,"plus"
"LY658671.1",1639,"UFBb.chr7",65161335,4,1639,11879781,11881416,0,2645,1432,1636,95.844,1568,68,1568,0,0,95.84,"plus"
"LY658671.1",1639,"UFBb.chr7",65161335,13,1639,11309711,11308094,0,2320,1256,1628,92.506,1506,111,1506,4,11,92.51,"minus"
"LY658671.1",1639,"UFBb.chr7",65161335,4,1639,12634405,12636040,0,2257,1222,1636,91.565,1498,138,1498,0,0,91.56,"plus"
"LY658671.1",1639,"UFBb.chr7",65161335,26,1639,12670806,12672419,0,2233,1209,1614,91.636,1479,135,1479,0,0,91.64,"plus"
"LY658671.1",1639,"UFBb.chr7",65161335,4,1639,12581868,12583503,0,2230,1207,1636,91.259,1493,143,1493,0,0,91.26,"plus"
"LY658671.1",1639,"UFBb.chr7",65161335,4,1639,12722233,12723865,0,2193,1187,1637,90.898,1488,144,1488,3,5,90.9,"plus"
"LY658671.1",1639,"UFBb.chr7",65161335,5,1637,12873572,12871943,0,2193,1187,1634,90.942,1486,143,1486,5,5,90.94,"minus"
"AB292682.1",1635,"UFBb.chr7",65161335,1,1635,11574630,11572997,0,2547,1379,1639,94.814,1554,76,1554,4,9,94.81,"minus"
"AB292682.1",1635,"UFBb.chr7",65161335,1,1635,11667837,11666206,0,2446,1324,1638,93.712,1535,94,1535,4,9,93.71,"minus"
"AB292683.1",1638,"UFBb.chr7",65161335,1,1638,12634406,12636043,0,2959,1602,1638,99.267,1626,12,1626,0,0,99.27,"plus"
"AB292683.1",1638,"UFBb.chr7",65161335,1,1638,12670791,12672422,0,2926,1584,1638,98.962,1621,11,1621,1,6,98.96,"plus"
"AB292683.1",1638,"UFBb.chr7",65161335,1,1638,12581869,12583506,0,2920,1581,1638,98.84,1619,19,1619,0,0,98.84,"plus"
"AB292683.1",1638,"UFBb.chr7",65161335,1,1638,12722234,12723868,0,2889,1564,1638,98.535,1614,21,1614,1,3,98.53,"plus"
"AB292683.1",1638,"UFBb.chr7",65161335,1,1638,11879782,11881419,0,2344,1269,1638,92.491,1515,123,1515,0,0,92.49,"plus"
"AB292683.1",1638,"UFBb.chr7",65161335,9,1638,11309711,11308091,0,2148,1163,1630,90.552,1476,145,1476,2,9,90.55,"minus"
"AB292684.1",1638,"UFBb.chr7",65161335,1,1638,12634406,12636043,0,2948,1596,1638,99.145,1624,14,1624,0,0,99.15,"plus"
"AB292684.1",1638,"UFBb.chr7",65161335,1,1638,12670791,12672422,0,2892,1566,1638,98.596,1615,17,1615,1,6,98.6,"plus"
"AB292684.1",1638,"UFBb.chr7",65161335,1,1638,12581869,12583506,0,2887,1563,1638,98.474,1613,25,1613,0,0,98.47,"plus"
"AB292684.1",1638,"UFBb.chr7",65161335,1,1638,12722234,12723868,0,2856,1546,1638,98.168,1608,27,1608,1,3,98.17,"plus"
"AB292684.1",1638,"UFBb.chr7",65161335,1,1638,11879782,11881419,0,2300,1245,1638,92.002,1507,131,1507,0,0,92,"plus"
"AB292684.1",1638,"UFBb.chr7",65161335,9,1638,11309711,11308091,0,2104,1139,1630,90.061,1468,153,1468,2,9,90.06,"minus"
"AB212829.1",1635,"UFBb.chr7",65161335,1,1635,11879782,11881416,0,2987,1617,1635,99.633,1629,6,1629,0,0,99.63,"plus"
"AB212829.1",1635,"UFBb.chr7",65161335,1,1635,12634406,12636040,0,2289,1239,1635,91.927,1503,132,1503,0,0,91.93,"plus"
"AB212829.1",1635,"UFBb.chr7",65161335,22,1635,12670806,12672419,0,2278,1233,1614,92.131,1487,127,1487,0,0,92.13,"plus"
"AB212829.1",1635,"UFBb.chr7",65161335,9,1625,11309711,11308104,0,2274,1231,1618,92.151,1491,116,1491,4,11,92.15,"minus"
"AB212829.1",1635,"UFBb.chr7",65161335,1,1635,12581869,12583503,0,2261,1224,1635,91.621,1498,137,1498,0,0,91.62,"plus"
"AB212829.1",1635,"UFBb.chr7",65161335,1,1633,12873572,12871943,0,2220,1202,1634,91.248,1491,138,1491,5,5,91.25,"minus"
"AB212829.1",1635,"UFBb.chr7",65161335,1,1635,12722234,12723865,0,2213,1198,1635,91.131,1490,142,1490,1,3,91.13,"plus"
"AB212830.1",1635,"UFBb.chr7",65161335,1,1635,11879782,11881416,0,2665,1443,1635,96.086,1571,64,1571,0,0,96.09,"plus"
"AB212830.1",1635,"UFBb.chr7",65161335,9,1625,11309711,11308104,0,2313,1252,1618,92.583,1498,109,1498,4,11,92.58,"minus"
"AB212830.1",1635,"UFBb.chr7",65161335,1,1635,12634406,12636040,0,2244,1215,1635,91.437,1495,140,1495,0,0,91.44,"plus"
"AB212830.1",1635,"UFBb.chr7",65161335,22,1635,12670806,12672419,0,2233,1209,1614,91.636,1479,135,1479,0,0,91.64,"plus"
"AB212830.1",1635,"UFBb.chr7",65161335,1,1635,12581869,12583503,0,2217,1200,1635,91.131,1490,145,1490,0,0,91.13,"plus"
"AB212830.1",1635,"UFBb.chr7",65161335,1,1633,12873572,12871943,0,2193,1187,1634,90.942,1486,143,1486,5,5,90.94,"minus"
"AB212830.1",1635,"UFBb.chr7",65161335,1,1635,12722234,12723865,0,2180,1180,1636,90.77,1485,146,1485,3,5,90.77,"plus"
"LY658671.1",1639,"WCFBa.chr7",65949636,4,1639,29542078,36409193,0,3016,1633,1636,99.939,1635,1,1635,0,0,99.94,"plus"
"LY658671.1",1639,"WCFBa.chr7",65949636,4,1639,29741829,36209442,0,3011,1630,1636,99.878,1634,2,1634,0,0,99.88,"plus"
"LY658671.1",1639,"WCFBa.chr7",65949636,4,1639,29629958,36321313,0,3011,1630,1636,99.878,1634,2,1634,0,0,99.88,"plus"
"LY658671.1",1639,"WCFBa.chr7",65949636,4,1639,29677806,36273466,0,3000,1624,1637,99.756,1633,3,1633,1,1,99.76,"plus"
"LY658671.1",1639,"WCFBa.chr7",65949636,4,1639,29861797,36089474,0,2988,1618,1636,99.633,1630,6,1630,0,0,99.63,"plus"
"LY658671.1",1639,"WCFBa.chr7",65949636,4,1639,29918374,36032897,0,2983,1615,1636,99.572,1629,7,1629,0,0,99.57,"plus"
"LY658671.1",1639,"WCFBa.chr7",65949636,4,1639,11870610,54077391,0,2651,1435,1636,95.905,1569,67,1569,0,0,95.9,"minus"
"LY658671.1",1639,"WCFBa.chr7",65949636,13,1639,11300543,54650710,0,2320,1256,1628,92.506,1506,111,1506,4,11,92.51,"plus"
"LY658671.1",1639,"WCFBa.chr7",65949636,4,1639,12614935,53333066,0,2257,1222,1636,91.565,1498,138,1498,0,0,91.56,"minus"
"LY658671.1",1639,"WCFBa.chr7",65949636,29,1639,12651339,53296687,0,2233,1209,1611,91.682,1477,134,1477,0,0,91.68,"minus"
"LY658671.1",1639,"WCFBa.chr7",65949636,4,1639,12562400,53385601,0,2230,1207,1636,91.259,1493,143,1493,0,0,91.26,"minus"
"LY658671.1",1639,"WCFBa.chr7",65949636,5,1634,12854100,53097162,0,2193,1187,1631,90.987,1484,142,1484,5,5,90.99,"plus"
"LY658671.1",1639,"WCFBa.chr7",65949636,4,1639,12702763,53245241,0,2193,1187,1637,90.898,1488,144,1488,3,5,90.9,"minus"
"AB292682.1",1635,"WCFBa.chr7",65949636,1,1635,11565464,54385805,0,2547,1379,1639,94.814,1554,76,1554,4,9,94.81,"plus"
"AB292682.1",1635,"WCFBa.chr7",65949636,1,1635,11658669,54292598,0,2451,1327,1638,93.773,1536,93,1536,4,9,93.77,"plus"
"AB292683.1",1638,"WCFBa.chr7",65949636,1,1638,12614936,53333063,0,2959,1602,1638,99.267,1626,12,1626,0,0,99.27,"minus"
"AB292683.1",1638,"WCFBa.chr7",65949636,1,1638,12651321,53296684,0,2926,1584,1638,98.962,1621,11,1621,1,6,98.96,"minus"
"AB292683.1",1638,"WCFBa.chr7",65949636,1,1638,12562401,53385598,0,2920,1581,1638,98.84,1619,19,1619,0,0,98.84,"minus"
"AB292683.1",1638,"WCFBa.chr7",65949636,1,1638,12702764,53245238,0,2889,1564,1638,98.535,1614,21,1614,1,3,98.53,"minus"
"AB292683.1",1638,"WCFBa.chr7",65949636,1,1638,11870611,54077388,0,2350,1272,1638,92.552,1516,122,1516,0,0,92.55,"minus"
"AB292683.1",1638,"WCFBa.chr7",65949636,1,1638,29542077,36409196,0,2305,1248,1638,92.063,1508,130,1508,0,0,92.06,"plus"
"AB292683.1",1638,"WCFBa.chr7",65949636,1,1638,29741828,36209445,0,2300,1245,1638,92.002,1507,131,1507,0,0,92,"plus"
"AB292683.1",1638,"WCFBa.chr7",65949636,1,1638,29629957,36321316,0,2300,1245,1638,92.002,1507,131,1507,0,0,92,"plus"
"AB292683.1",1638,"WCFBa.chr7",65949636,1,1638,29677805,36273469,0,2289,1239,1639,91.885,1506,132,1506,1,1,91.89,"plus"
"AB292683.1",1638,"WCFBa.chr7",65949636,1,1638,29861796,36089477,0,2278,1233,1638,91.758,1503,135,1503,0,0,91.76,"plus"
"AB292683.1",1638,"WCFBa.chr7",65949636,1,1638,29918373,36032900,0,2272,1230,1638,91.697,1502,136,1502,0,0,91.7,"plus"
"AB292683.1",1638,"WCFBa.chr7",65949636,9,1638,11300543,54650713,0,2148,1163,1630,90.552,1476,145,1476,2,9,90.55,"plus"
"AB292684.1",1638,"WCFBa.chr7",65949636,1,1638,12614936,53333063,0,2948,1596,1638,99.145,1624,14,1624,0,0,99.15,"minus"
"AB292684.1",1638,"WCFBa.chr7",65949636,1,1638,12651321,53296684,0,2892,1566,1638,98.596,1615,17,1615,1,6,98.6,"minus"
"AB292684.1",1638,"WCFBa.chr7",65949636,1,1638,12562401,53385598,0,2887,1563,1638,98.474,1613,25,1613,0,0,98.47,"minus"
